work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,duplicate_similarity_score,similar_work_id,is_duplicate_flag,mp_allocated_limit,mp_total_sanctioned,mp_utilization_pct,work_status,anomaly_label,anomaly_score,risk_score,risk_level,shap_top_attribution,anomaly_reason
WS/MP18186/2025-2026/197022-Lighting of public spaces,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),Normal/Others,"Installation of High Mas Light at , Pinjivakkam near chruch at Kadambathur Block",2025-05-06,2025-12-06,434215.0,214,0.2044,WS/MP18186/2025-2026/180031-Lighting of public spaces,False,171500000.0,43581288.0,25.41,Physical Inspection,1,0.07470031129714161,12.1,Low,state_Tamil Nadu (-1.0896),Standard project parameters within normal baseline limits.
"WS/MP18186/2026-2027/197023-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),Normal/Others,Construction of Ration Shop (PDS) in Uthukottai Town Panchayat,2025-05-06,2026-05-21,1800000.0,380,0.2114,"WS/MP18186/2025-2026/167714-Construction of roads, link roads, pathways or any other road with or without drainage system",False,171500000.0,43581288.0,25.41,Physical Inspection,1,0.04171530432688286,18.0,Low,state_Tamil Nadu (-0.9936),"Sanction amount (₹ 1,800,000) is 6.0x higher than the typical amount for work category 'Normal/Others'. | Severe sanction delay of 380 days (> 1 year) between recommendation and approval."
WS/MP18186/2025-2026/197024-Lighting of public spaces,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),Normal/Others,"Installation of High Mas Ligjt at Gummidpoondi block, Valuthigaimedu Colony",2025-05-06,2025-09-06,434216.0,123,0.1366,WS/MP18186/2025-2026/180031-Lighting of public spaces,False,171500000.0,43581288.0,25.41,Physical Inspection,1,0.08548386131908792,8.2,Low,state_Tamil Nadu (-1.0309),Standard project parameters within normal baseline limits.
WS/MP18186/2025-2026/197025-Security gates in streets/public place for safety purpose,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),Normal/Others,Provisind  Green Roof in minjur town panchayat railway gate ward no 10,2025-05-06,2025-08-13,550000.0,99,0.0751,"WS/MP18186/2026-2027/197023-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",False,171500000.0,43581288.0,25.41,Physical Inspection,1,0.0847246050793039,6.5,Low,state_Tamil Nadu (-1.0495),Standard project parameters within normal baseline limits.
"WS/MP18350/2025-2026/197026-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Repair and Renovation,Improvement of Road from Gudukbari to Digi Main Road in Kaptapalli G.P.,2025-05-06,2025-06-20,200000.0,45,0.1693,"WS/MP18350/2025-2026/197017-Construction of roads, link roads, pathways or any other road with or without drainage system",False,190712424.11,31625359.0,16.58,Physical Inspection,-1,-0.034234907773700696,32.9,Low,work_category_Normal/Others (-2.046),Overall project pattern is anomalous compared with national baseline records.
WS/MP623/2025-2026/197027-Construction of community centers and community halls,Karnataka,VIJAYAPURA(DEPUTY COMMISSIONER BIJAPUR_IDA),Ramesh Chandappa Jigajinagi,BIJAPUR(SC),Normal/Others,Construction of community hall Near Prayukti Foundation Pujari Layout at Sindagi Town,2025-05-06,2025-08-29,300000.0,115,0.0552,WS/MP623/2025-2026/171121-Construction of community centers and community halls,False,269500000.0,23700000.0,8.79,Physical Inspection,1,0.06695642478362912,9.0,Low,state_Karnataka (-1.6638),Standard project parameters within normal baseline limits.
WS/MP18350/2025-2026/197028-Construction of common work sheds/ common covered sitting area,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,"Construction of Cultural Centre near Maa Brahmani Devi Temple, Bahadajhola G.P.",2025-05-06,2025-08-12,400000.0,98,0.1529,WS/MP18350/2025-2026/178837-Construction of community centers and community halls,False,190712424.11,31625359.0,16.58,Work partially Completed,1,0.012727717676615069,21.3,Low,state_Odisha (-1.9341),Standard project parameters within normal baseline limits.
WS/MP18350/2025-2026/197029-Construction of community centers and community halls,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,Construction of Community Center near Om Shri Sangeet Parishad in Sundijhola village of Singarpali G.P.,2025-05-06,2025-08-12,500000.0,98,0.2351,WS/MP18350/2025-2026/197030-Construction of community centers and community halls,False,190712424.11,31625359.0,16.58,Sanction,1,0.02785650922530697,21.2,Low,state_Odisha (-2.1225),Standard project parameters within normal baseline limits.
WS/MP18350/2025-2026/197030-Construction of community centers and community halls,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,Construction of Community Center near Maa Suradevi Temple in Jakeda village of Jakeda G.P.,2025-05-06,2025-06-20,300000.0,45,0.2351,WS/MP18350/2025-2026/197029-Construction of community centers and community halls,False,190712424.11,31625359.0,16.58,Sanction,1,0.025389122257615526,21.6,Low,state_Odisha (-2.0409),Standard project parameters within normal baseline limits.
WS/MP18350/2025-2026/197031-Installing community drinking water plants,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,"Installation of Water Purifier and Cooler near Saraswati Sishu Vidyamandir, Gania",2025-05-06,2025-12-09,200000.0,217,0.3746,WS/MP18350/2025-2026/178804-Installing community drinking water plants,False,190712424.11,31625359.0,16.58,Work partially Completed,1,0.02327832974189309,26.1,Low,state_Odisha (-1.7951),Standard project parameters within normal baseline limits.
WS/MP591/2025-2026/197032-Construction of additional rooms and halls in the existing public and community building,Haryana,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),Krishan Pal Gurjar,FARIDABAD,Trust and Society,Construction of Additional Hall,2025-05-06,2026-01-27,2100000.0,266,0.0836,WS/MP591/2025-2026/197047-Construction of boundary walls of existing public and community buildings,False,147000000.0,3537396.0,2.41,Work partially Completed,-1,-0.12530934444466868,49.6,Medium,work_category_Normal/Others (-1.9382),"Work belongs to special category 'Trust and Society' requiring heightened compliance verification. | Sanction amount (₹ 2,100,000) is 2.6x higher than the typical amount for work category 'Trust and Society'. | Sanction delay (266 days) is 3.6x higher than the typical approval time for authority 'JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA)'."
WS/MP380/2025-2026/197033-Development of playfields and sports grounds,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),Normal/Others,FOR CONSTRUCTION OF SHED OF STADIUM,2025-05-06,2025-05-22,500000.0,16,0.3487,WS/MP380/2025-2026/196709-Construction of common work sheds/ common covered sitting area,False,147000000.0,16136624.0,10.98,Physical Inspection,1,0.0710884264900018,17.1,Low,state_Punjab (-1.4327),Standard project parameters within normal baseline limits.
WS/MP18082/2026-2027/197035-Construction of buildings for community cultural activities,Karnataka,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Normal/Others,Construction of Rangamandira at Adanuru village of Holalkere Grama Panchayath,2025-05-06,2026-04-21,400000.0,350,0.1104,WS/MP18082/2025-2026/189789-Construction of bus-sheds or bus-stops,False,147000000.0,40300000.0,27.41,Physical Inspection,1,0.05180940979211057,13.3,Low,state_Karnataka (-1.6697),Standard project parameters within normal baseline limits.
WS/MP18113/2025-2026/197037-Construction of community centers and community halls,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),BHUMARE SANDIPANRAO ASARAM,AURANGABAD_MH,Normal/Others,Domegaon Tq Gangapur Construction of Community Halls,2025-05-06,2026-03-20,998112.0,318,0.3284,WS/MP18113/2026-2027/193162-Construction of boundary walls of existing public and community buildings,False,147000000.0,30902968.0,21.02,Physical Inspection,1,0.057773605120533256,18.8,Low,state_Maharashtra (-1.4662),"Sanction amount (₹ 998,112) is 3.3x higher than the typical amount for work category 'Normal/Others'."
WS/MP18082/2025-2026/197038-Construction of additional rooms and halls in the existing public and community building,Karnataka,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Normal/Others,Continuation of work of community hall at Yalagatta Gollarahatti village of Devaramarikunte Grama Panchayath,2025-05-06,2025-12-23,500000.0,231,0.2212,WS/MP18082/2025-2026/189790-Construction of additional rooms and halls in the existing public and community building,False,147000000.0,40300000.0,27.41,Work partially Completed,1,0.03392363393576697,19.7,Low,state_Karnataka (-1.4259),Standard project parameters within normal baseline limits.
WS/MP18082/2025-2026/197040-Construction of buildings for community cultural activities,Karnataka,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Normal/Others,Construction of Rangamandira near Thippeswamy temple at Khandenahalli village,2025-05-06,2025-09-01,400000.0,118,0.0822,WS/MP18082/2025-2026/187529-Construction of additional rooms and halls in the existing public and community building,False,147000000.0,40300000.0,27.41,Sanction,1,0.0467687341855314,13.3,Low,state_Karnataka (-1.5714),Standard project parameters within normal baseline limits.
WS/MP18082/2025-2026/197041-Construction of buildings for community cultural activities,Karnataka,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Normal/Others,Construction of Rangamandira in the Premises of Government lower Primary School at Chillahalli village of Abbinahole Grama Panchayath,2025-05-06,2025-09-01,400000.0,118,0.3172,WS/MP18082/2025-2026/187488-Construction of buildings for community cultural activities,False,147000000.0,40300000.0,27.41,Work partially Completed,1,0.02951231658816178,23.3,Low,state_Karnataka (-1.4426),Standard project parameters within normal baseline limits.
WS/MP18082/2025-2026/197042-Lighting of public spaces,Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Normal/Others,Installation of 12 Mtr tall Himast light in the road of Angadi Eranna house opposite at Maddakkanahalli Gollarahatti village of Gowdagere Grama Panchayath,2025-05-06,2026-02-17,500000.0,287,0.1881,WS/MP18082/2025-2026/189784-Construction of bus-sheds or bus-stops,False,147000000.0,40300000.0,27.41,Physical Inspection,1,0.06069153515990172,14.1,Low,state_Karnataka (-1.6453),Standard project parameters within normal baseline limits.
WS/MP18241/2025-2026/197044-Construction of culverts and bridges,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),RAKESH RATHOR,SITAPUR,Normal/Others,"construction of big size RCC puliya on west side of rapta pul in kandi nirmalpurva,golak gondor block reausa vidhansabha sweta.",2025-05-06,2025-06-13,3997981.0,38,0.0231,WS/MP18241/2025-2026/145630-Construction of water tanks,False,147000000.0,52190405.0,35.5,Physical Inspection,-1,-0.010152996193237673,21.4,Low,amount_vs_state_median (-1.3674),"Sanction amount (₹ 3,997,981) is 13.3x higher than the typical amount for work category 'Normal/Others'."
WS/MP18350/2025-2026/197045-Purchase of non-conventional energy system and devices for community use,Odisha,Kandhamala(DISTRICT COLLECTOR KANDHAMAL_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,"Installation of Deep Borewell with Solar Based Drinking Water at Omm Shanti Vidyalaya (Prajapita Brahma Kumari Ishwariya Biswavidyalaya), Phulbani",2025-05-06,2025-07-10,700000.0,65,0.1007,WS/MP18350/2025-2026/178817-Installing community drinking water plants,False,190712424.11,31625359.0,16.58,Physical Inspection,1,0.04914999948558685,13.4,Low,state_Odisha (-2.1539),"Sanction amount (₹ 700,000) is 3.5x higher than the median sanction amount in Odisha."
WS/MP18350/2025-2026/197046-Purchase of non-conventional energy system and devices for community use,Odisha,Kandhamala(DISTRICT COLLECTOR KANDHAMAL_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,"Installation of Borewell and Solar water supply at Ekalavya Model Residential School, Phiringia",2025-05-06,2025-07-10,625359.0,65,0.0847,WS/MP18350/2025-2026/197045-Purchase of non-conventional energy system and devices for community use,False,190712424.11,31625359.0,16.58,Physical Inspection,1,0.04938384381499478,12.9,Low,state_Odisha (-2.1539),"Sanction amount (₹ 625,359) is 3.1x higher than the median sanction amount in Odisha."
WS/MP591/2025-2026/197047-Construction of boundary walls of existing public and community buildings,Haryana,FARIDABAD(DEPUTY COMMISSIONER FARIDABAD_IDA),Krishan Pal Gurjar,FARIDABAD,Trust and Society,Construction of Boundary wall and Gate,2025-05-16,2025-09-04,500000.0,111,0.0836,WS/MP591/2025-2026/197032-Construction of additional rooms and halls in the existing public and community building,False,147000000.0,3537396.0,2.41,Work Completed,-1,-0.07333820239768818,40.6,Medium,work_category_Normal/Others (-1.9222),Work belongs to special category 'Trust and Society' requiring heightened compliance verification.
WS/MP18350/2025-2026/197050-Lighting of public spaces,Odisha,Kandhamala(DISTRICT COLLECTOR KANDHAMAL_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Normal/Others,"Installation of solar street light in K. Nuagaon High Schhol of Nuagan village, Nuagaon G.P.",2025-05-06,2025-06-25,500000.0,50,0.1817,WS/MP18350/2025-2026/179098-Purchase of non-conventional energy system and devices for community use,False,190712424.11,31625359.0,16.58,Physical Inspection,1,0.049063220101242866,15.9,Low,state_Odisha (-2.1744),Standard project parameters within normal baseline limits.
